objectid,parentid,surname,title,creator,date,date_range,date_is_approximate?,publisher,description,subject,location,latitude,longitude,source,identifier,type,format,extension,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
daly_d4,,Daly,Family of Ethan A. Griffin and Rebecca Daly Griffin,,1861,1861-1993,yes,,"Biographical information on Ethan A. Griffin (Jul. 3, 1861-Feb. 12, 1911) and Rebecca Daly (Jun. 25, 1865-Dec. 19, 1935).  They had five children: Fannie Irene (May 22, 1888-Jan. 22 1878), John Fred (Jun. 16, 1889-Sep. 17, 1963), Mary Isa (Oct. 12, 1894-Oct 22, 1893), Esther Faye (Nov. 3, 1903-Feb. 13, 1992), Ervin Allen (Jul. 20, 1906-Aug. 10, 1993).",biographies;genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_daly_d4.pdf,/objects/small/col004_daly_d4_sm.jpg,/objects/thumbs/col004_daly_d4_th.jpg
daly_d5,,Daly,Family of Rosetta K. Daly Bross and Ernest H. Bross,,1873,1873-1995,yes,,"BIographical information on Rosetta K. Daly Bross and Ernest H. Bross. They had three children: Laura Nona (Oct. 8, 1886-May 5, 1961), Joseph Anton (Oct 3, 1895-Feb. 5, 1971), James E. (Aug. 1898-unknown).  Rosetta later married George Smith and had two more children: Theresa Fedelma and Benny Smith.",biographies;genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_daly_d5.pdf,/objects/small/col004_daly_d5_sm.jpg,/objects/thumbs/col004_daly_d5_th.jpg
daly_d6,,Daly,Various Documents from the US Patent Office,,1895-1908,,,,"Patent information concerning the registration of land. Several parties are shown on the various documents including Isaac Daly, Martha Clemens, Mary Daly.",genealogy;patents,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_daly_d6.pdf,/objects/small/col004_daly_d6_sm.jpg,/objects/thumbs/col004_daly_d6_th.jpg
daly_d7,,Daly,"""Braved Pioneer Days""",Douglas M'Intyre,1947-04-13,,,The Spokesman Review,Newspaper article discussing the journey west from the viewpoint of Martha A. Rhoades. Martha Rhoades is a Daly ancestor.,memoirs;newspaper articles,"Meridian, Idaho",43.6094542,,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_daly_d7.pdf,/objects/small/col004_daly_d7_sm.jpg,/objects/thumbs/col004_daly_d7_th.jpg
daly_d8,,Daly,Charles Ellis Obituary,,1919-06-06,,,Meridian Times,"Charles Ellis (Dec. 8, 1868-May 30, 1919)",genealogy;obituaries,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_daly_d8.pdf,/objects/small/col004_daly_d8_sm.jpg,/objects/thumbs/col004_daly_d8_th.jpg
daly_d10,,Daly,Charles Howry/Nancy Daly and Rolly Howry and Mary (?) Genealogical Society Information,,1881,1881-1902,yes,,Two family group documents and one letter from an unknown family member regarding her health improvement.  The letter was transcribed by Permelia Daly.,letters;genealogy;memoirs,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_daly_d10.pdf,/objects/small/col004_daly_d10_sm.jpg,/objects/thumbs/col004_daly_d10_th.jpg
daly_d11,,Daly,The Daly Family History,Maxine Epeldi,1962,1865-1972,yes,,"Several memoirs from Maxine (Howry) Epeldi discussing the Daly family, their arrival from Ireland and their move to Meridian, Idaho.",letters;genealogy;memoirs,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_daly_d11.pdf,/objects/small/col004_daly_d11_sm.jpg,/objects/thumbs/col004_daly_d11_th.jpg
daly_d12,,Daly,Isaac Taylor Holland,Maxine Epeldi,1832,1832-1866,yes,,"A biography of Isaac T. Holland and his wife, Elizabeth, and the journey across the plains in 1858.  After a couple attempts, the family arrived in California.",biographies,,,,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_daly_d12.pdf,/objects/small/col004_daly_d12_sm.jpg,/objects/thumbs/col004_daly_d12_th.jpg
daly_d13,,Daly,Genealogical Data on Joe Daly/ Isaac Daly/James Daly/John Daly/Jason Daly,,1852,1852-1952,yes,,Genealogical data on the Daly brothers and their wives.,genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_daly_d13.pdf,/objects/small/col004_daly_d13_sm.jpg,/objects/thumbs/col004_daly_d13_th.jpg
daly_d14,,Daly,History of the Daly Family As I Know It,Henry Samuel Daly,1883,,yes,,"An account of the life of the Daly family, beginning in Ireland with Michael Daly.  Many of the memoirs of the Daly family mention them as being tall with red hair and blue eyes. The Daly's lived all over the United States, with several family members living in Meridian, Idaho.",memoirs,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_daly_d14.pdf,/objects/small/col004_daly_d14_sm.jpg,/objects/thumbs/col004_daly_d14_th.jpg
daly_d15,,Daly,Autobiography of Permelia Daly Huber,Permelia Daly Huber,1979,,,,"Permelia was named after her grandmother and her aunt, who both had the name ""Permelia"".  The family has a rich history, with some members residing in Meridian, Idaho. Others are located in Tennessee, Missouri, Washington, Virginia",memoirs,,,,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_daly_d15.pdf,/objects/small/col004_daly_d15_sm.jpg,/objects/thumbs/col004_daly_d15_th.jpg
daly_d16,,Daly,Descendants of James Daly,,1749,1749-2007,yes,,"5 generations of Daly relatives beginning with James Daly (Jun. 3, 1749-1836) of Dublin, Ireland and ending with David Daly (1939-??) in Idaho.",genealogy,,,,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_daly_d16.pdf,/objects/small/col004_daly_d16_sm.jpg,/objects/thumbs/col004_daly_d16_th.jpg
daly_d17,,Daly,Pioneer Idaho Resident Dies,,1952-10-27,,,Idaho Statesman,"Obituary of Mary M. (Clemens) Daly (Jun. 1, 1864- Oct. 1952). Mary and her family left Ohio in 1881 and eventually arrived in Meridian.",obituaries,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_daly_d17.pdf,/objects/small/col004_daly_d17_sm.jpg,/objects/thumbs/col004_daly_d17_th.jpg
daly_ph1,,Daly,The Daly Barn on Overton,,1950,,yes,,Image of the Daly barn on Overton.,barns,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_daly_ph1.jpg,/objects/small/col004_daly_ph1_sm.jpg,/objects/thumbs/col004_daly_ph1_th.jpg
daly_ph2,,Daly,Group Photo of the Daly Family,,1890,,yes,,Undated photo of the entire Daly family.,families,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_daly_ph2.jpg,/objects/small/col004_daly_ph2_sm.jpg,/objects/thumbs/col004_daly_ph2_th.jpg
daly_ph2desc,,Daly,Descriptions of the Daly Group Photo,,1890,,yes,,Row-by-row names of most family members,families,"Meridian, Idaho",,,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_daly_ph2desc.pdf,/objects/small/col004_daly_ph2desc_sm.jpg,/objects/thumbs/col004_daly_ph2desc_th.jpg
davidson_d1,,Davidson,Warranty Deed - Mary French to Robin S. French,,1933-07-27,,,,A warranty deed discussing a small strip of land in Meridian.  The deed is a correction to another dated 12/22/1926.,legal,"Meridian, Idaho;Rye Cove, Virginia",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_davidson_d1.pdf,/objects/small/col004_davidson_d1_sm.jpg,/objects/thumbs/col004_davidson_d1_th.jpg
davidson_d3,,Davidson,Biography of Melvin Zion Davidson,,1858,1858-1900,yes,History of Idaho,"A brief biography from the ""History of Idaho"" book. Melvin Zion Davidson (Dec. 12, 1858-Jan. 15, 1936).  Mr. Davidson married Lucy Collings on Sep. 18, 1862.  They emigrated from Missouri to Meridian and lived on an 80 acre ranch. They had six children: William B, Ethel, Nancy V., Robert H. A. Harold and Carl M.",biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_davidson_d3.pdf,/objects/small/col004_davidson_d3_sm.jpg,/objects/thumbs/col004_davidson_d3_th.jpg
davidson_d4,,Davidson,Personal Memoir of Nancy Davidson Teeter,,1940,,yes,,A handwritten letter from Nancy Davidson describing early life in Meridian after arriving in 1900.,letters;memoirs,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_davidson_d4.pdf,/objects/small/col004_davidson_d4_sm.jpg,/objects/thumbs/col004_davidson_d4_th.jpg
davidson_d5,,Davidson,Pedigree Chart for Several Davidson Family Members,,1851,1851-1998,yes,,Various ancestry pedigree charts on many Davidson family members.,genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_davidson_d5.pdf,/objects/small/col004_davidson_d5_sm.jpg,/objects/thumbs/col004_davidson_d5_th.jpg
davidson_d6,,Davidson,Letters to W.J. Davidson Re: Sheep Killings,,1911-05-13,,,,Two letters (one handwritten) to W.B.Davidson regarding the killing of his sheep after they were inadvertently turned loose on a farmers land.,letters,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_davidson_d6.pdf,/objects/small/col004_davidson_d6_sm.jpg,/objects/thumbs/col004_davidson_d6_th.jpg
davidson_d7,,Davidson,Letter from M.Z. Davidson to W.B. Davidson,,1901-10-24,,,,One handwritten letter from M.Z. Davidson to W.B. Davidson regarding some sort of land transaction.,letters,"Meridian, Idaho",43.6094542,,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_davidson_d7.pdf,/objects/small/col004_davidson_d7_sm.jpg,/objects/thumbs/col004_davidson_d7_th.jpg
davidson_d9,,Davidson,"""Park Picnic - Boise Pioneer's Family Reunites""",Liz Dick,1962-08-05,,,Idaho Statesman,Newspaper article announcing the reunion of the Davidson pioneer family.  The event took place at Julia Davis Park in Boise.,newspaper articles,"Boise, Idaho",,,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_davidson_d9.pdf,/objects/small/col004_davidson_d9_sm.jpg,/objects/thumbs/col004_davidson_d9_th.jpg
davidson_d12,,Davidson,Henry P. Davidson Descendents and Relation of James Davidson,,1962,1820-1962,,,"Lengthy document detailing the life of Henry P. Davidson family and their journey to Idaho.  The family has roots in Ireland. Fortunately, the initial Davidson patriarch survived a shipwreck during his journey and took up residency in Rye Cove, Virgina. Henry P. was the son of this initial immigrant.",biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_davidson_d12.pdf,/objects/small/col004_davidson_d12_sm.jpg,/objects/thumbs/col004_davidson_d12_th.jpg
davidson_d13,,Davidson,"The Davidson Family - The Descendants of Henry P. Davidson of Rye Cove, Scott County Virginia",William E. Davidson,1947-1954,,,,"The supplement is meant to fill in gaps in the previous document titled 'Henry P. Davidson Descendents and Relation of James Davidson."" The supplement was written in 1966.",biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_davidson_d13.pdf,/objects/small/col004_davidson_d13_sm.jpg,/objects/thumbs/col004_davidson_d13_th.jpg
davidson_d14,,Davidson,Biography of Mabel C. Davidson,,1957-08-08,,,Meridian Times,"Meridian Times article on Mabel C. Davidson, wife of attorney W.B. Davidson (passed in Sept. 1956). Mabel came to Idaho from Oregon in 1893.  She married her first husband, Raymond Gregory and had four children. After he passed she moved the family to Meridian. She played a role in setting up operations at the creamery and continued as an employee  from 1929-1949.",newspaper articles;biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_davidson_d14.pdf,/objects/small/col004_davidson_d14_sm.jpg,/objects/thumbs/col004_davidson_d14_th.jpg
davidson_ph1,,Davidson,Image of M.Z. Davidson Family,,1870,,yes,,"Pictured are M.Z. Davidson, Lucy Collins Davidson, W.B. Davidson and children: Nancy, Ethel and Herschel.  Missing are Harold and Carl.",families,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_davidson_ph1.jpg,/objects/small/col004_davidson_ph1_sm.jpg,/objects/thumbs/col004_davidson_ph1_th.jpg
davidson_ph2,,Davidson,Davidson Family Picnic Image,,1960,,yes,,"Several generations of the Davidson family are pictured. Possibly at the reunion in 1962. 1st back row L-R: Melvin Davidson, Warren Kelley, Wallace Laird, Walter Teeter, Jim Davidson, Ray Teeter. 2nd row back L-R: Betty Adams, Louise Teeter, Clara Davidson, Patty Davidson, Bette Davidson, Vira Davidson, Nancy Laird, Elta Davidson.  3rd back row L-R: Ethel Voorhees, Ruth Kelley, Fern Davidson. 4th row from back L-R: Harold Davidson, Perry Lewis, Ethel Lewis, Nancy Teeter, Wm B. Davidson, Carl Davidson, Herschel Davidson (holding Mike Davidson). Front row (seated children): Perry Jim Kelley, Lynn Laird, Susan Teeter, Edith Voorhees, Kaye Wanda Adams, Ellen Davidson, Paul Davidson, Carol K. Laird.",families,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_davidson_ph2.jpg,/objects/small/col004_davidson_ph2_sm.jpg,/objects/thumbs/col004_davidson_ph2_th.jpg
davidson_ph4,,Davidson,Group Photo of Jones/Davidson/Kyle Families,,1910,,,,"Family photo (several generations) sitting on the porch of their home. Back row L-R: Braz Kyle (son of Malinda Jones Kyle), Cass Munsey (son of Martha Jones Munsey), Simeon Anderson (son of Moses and Mary Kyle Anderson), Fannie Maloney Jones (wife of J.J. Jones), J.J. Jones. Front row L-R:  Martha (Mattie) sister to J.J. Jones, Dr. Nave (or Nowe)-a family friend (seated), Doc Payne (seated), Veta Jones (Hawkins) oldest child of J.J. and Fannie Jones, John Cantwell, Fannie Kyle Cantwell (married to John Cantwell, Fannie sister to Sarah Kyle Jones), Calvin Jones (father of J.J. Jones and Martha Jones Munsey), Sarah Kyle Jones (married to Calvin Jones), J.J. Jones Jr. (5th child of J.J. Jones and wife Fannie), Rebecca Jones (Baird), 4th child of J.J. and Fannie Jones), Neal Calvin Jones (3rd child of J.J. and Fannie Jones).",families;houses;dogs,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_davidson_ph4.jpg,/objects/small/col004_davidson_ph4_sm.jpg,/objects/thumbs/col004_davidson_ph4_th.jpg
davidson_ph5,,Davidson,The Kyle/Jones/Davidson Family at Home,,1900,,yes,,Image of the several generations of the Kyle/Jones/Davidson families sitting on the porch of their home.,families;houses;dogs,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_davidson_ph5.jpg,/objects/small/col004_davidson_ph5_sm.jpg,/objects/thumbs/col004_davidson_ph5_th.jpg
davidson_ph6,,Davidson,The Davidson Barn - Interior View 1,,1993,,,,Inside image of the Davidson barn's milking stalls.,barns,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_davidson_ph6.jpg,/objects/small/col004_davidson_ph6_sm.jpg,/objects/thumbs/col004_davidson_ph6_th.jpg
davidson_ph7,,Davidson,The Davidson Barn - Interior View 2,,1993,,,,Inside image of the Davidson barn with feeding/watering troughs.,barns,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_davidson_ph7.jpg,/objects/small/col004_davidson_ph7_sm.jpg,/objects/thumbs/col004_davidson_ph7_th.jpg
davidson_ph8,,Davidson,The Davidson Barn - Exterior View 1,,1993,,,,Exterior view of the Davidson gambrel barn.,barns,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_davidson_ph8.jpg,/objects/small/col004_davidson_ph8_sm.jpg,/objects/thumbs/col004_davidson_ph8_th.jpg
davidson_ph9,,Davidson,The Davidson Barn - Exterior View 2,,1993,,,,Exterior view of the Davidson gambrel barn.,barns,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_davidson_ph9.jpg,/objects/small/col004_davidson_ph9_sm.jpg,/objects/thumbs/col004_davidson_ph9_th.jpg
davidson_ph10,,Davidson,The Davidson Home - Exterior View 3,,1992,,,,Exterior view of the Davidson home.  Possible basement covered with wood.,houses,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_davidson_ph10.jpg,/objects/small/col004_davidson_ph10_sm.jpg,/objects/thumbs/col004_davidson_ph10_th.jpg
davidson_ph11,,Davidson,The Davidson Home - Exterior View 4,,1992,,,,Exterior view of the Davidson home.,houses,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_davidson_ph11.jpg,/objects/small/col004_davidson_ph11_sm.jpg,/objects/thumbs/col004_davidson_ph11_th.jpg
deck_d1,,Deck,Family of George Renzi Deck and Olive Myrtle Powers Deck,,1869,1838-1981,yes,,"Ancestral information on George Deck (Apr. 24, 1869-May 12, 1956) and his wife Olive, their parents and their children: Ahmo S. (May 29, 1896-Jan 13, 1919), William H. (May 9, 1898-Nov. 29, 1949) and Carroll A. (Sep. 26, 1903-Apr. 21, 1981).  The family came to Meridian from Missouri.",genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_deck_d1.pdf,/objects/small/col004_deck_d1_sm.jpg,/objects/thumbs/col004_deck_d1_th.jpg
